"PERMNO","Company Name","Ticker","SP500 Start","SP500 End"
"78916","ACTAVIS PLC","ACT","April 12, 1999","May 11, 2020"
"78975","INTUIT INC","INTU","Dec. 11, 2000","Dec. 31, 2024"
"78987","MICROCHIP TECHNOLOGY INC","MCHP","Sept. 7, 2007","Dec. 31, 2024"
"79057","ACE LTD NEW","ACE","July 15, 2010","Dec. 31, 2024"
"79089","FOSSIL GROUP INC","FOSL","April 4, 2012","Jan. 4, 2016"
"79103","O REILLY AUTOMOTIVE INC NEW","ORLY","March 27, 2009","Dec. 31, 2024"
"79129","GENERAL GROWTH PPTYS INC NEW","GGP","Dec. 10, 2013","Aug. 27, 2018"
"79145","ROYAL CARIBBEAN CRUISES LTD","RCL","Dec. 5, 2014","Dec. 31, 2024"
"79237","TRANSOCEAN LTD","RIG","Oct. 29, 2013","July 25, 2017"
"79265","FLIR SYSTEMS INC","FLIR","Jan. 2, 2009","May 13, 2021"
"79323","ALLSTATE CORP","ALL","July 13, 1995","Dec. 31, 2024"
"79411","PETSMART INC","PETM","Oct. 5, 2012","March 11, 2015"
"79545","BORGWARNER INC","BWA","Dec. 19, 2011","Dec. 31, 2024"
"79547","EQUITY RESIDENTIAL","EQR","Dec. 3, 2001","Dec. 31, 2024"
"79588","KEURIG GREEN MOUNTAIN INC","GMCR","March 24, 2014","March 4, 2016"
"79637","UNIVERSAL HEALTH SERVICES INC","UHS","Sept. 22, 2014","Dec. 31, 2024"
"79881","URBAN OUTFITTERS INC","URBN","Feb. 8, 2010","March 17, 2017"
"79915","NEWFIELD EXPLORATION CO","NFX","Dec. 20, 2010","Feb. 14, 2019"
"80080","EASTMAN CHEMICAL CO","EMN","Jan. 4, 1994","Dec. 31, 2024"
"80100","SIMON PROPERTY GROUP INC NEW","SPG","June 26, 2002","Dec. 31, 2024"
"80204","MARTIN MARIETTA MATERIALS INC","MLM","July 2, 2014","Dec. 31, 2024"
"80286","TRACTOR SUPPLY CO NEW","TSCO","Jan. 24, 2014","Dec. 31, 2024"
"80381","AVALONBAY COMMUNITIES INC","AVB","Jan. 10, 2007","Dec. 31, 2024"
"80399","MACERICH CO","MAC","May 9, 2013","Dec. 20, 2019"
"80681","ESSEX PROPERTY TRUST INC","ESS","April 2, 2014","Dec. 31, 2024"
"80711","APARTMENT INVESTMENT & MGMT CO","AIV","March 14, 2003","Dec. 18, 2020"
"81055","CAPITAL ONE FINANCIAL CORP","COF","July 1, 1998","Dec. 31, 2024"
"81061","MCKESSON H B O C INC","MCK","Jan. 13, 1999","Dec. 31, 2024"
"81481","DOLLAR TREE INC","DLTR","Dec. 19, 2011","Dec. 31, 2024"
"81540","AMERISOURCEBERGEN CORP","ABC","Aug. 30, 2001","Dec. 31, 2024"
"81655","DARDEN RESTAURANTS INC","DRI","May 30, 1995","Dec. 31, 2024"
"81774","FREEPORT MCMORAN INC","FCX","July 31, 1995","Dec. 31, 2024"
"81857","CAMERON INTERNATIONAL CORP","CAM","Jan. 29, 2008","April 1, 2016"
"82196","DENBURY RESOURCES INC","DNR","April 2, 2009","March 20, 2015"
"82298","DIAMOND OFFSHORE DRILLING INC","DO","Feb. 26, 2009","Sept. 30, 2016"
"82307","DAVITA HEALTHCARE PARTNERS INC","DVA","July 31, 2008","Dec. 31, 2024"
"82598","NETAPP INC","NTAP","June 25, 1999","Dec. 31, 2024"
"82618","SANDISK CORP","SNDK","April 20, 2006","May 12, 2016"
"82642","LAUDER ESTEE COS INC","EL","Jan. 5, 2006","Dec. 31, 2024"
"82651","WATERS CORP","WAT","Jan. 2, 2002","Dec. 31, 2024"
"82686","CITRIX SYSTEMS INC","CTXS","Dec. 1, 1999","Sept. 30, 2022"
"82775","HARTFORD FINANCIAL SVCS GRP INC","HIG","Dec. 20, 1995","Dec. 31, 2024"
"83111","ALEXION PHARMACEUTICALS INC","ALXN","May 25, 2012","July 20, 2021"
"83143","IRON MOUNTAIN INC","IRM","Jan. 6, 2009","Dec. 31, 2024"
"83435","YAHOO INC","YHOO","Dec. 8, 1999","June 16, 2017"
"83443","BERKSHIRE HATHAWAY INC DEL","BRK","Feb. 16, 2010","Dec. 31, 2024"
"83862","E TRADE FINANCIAL CORP","ETFC","April 1, 2004","Oct. 6, 2020"
"83906","STERICYCLE INC","SRCL","Nov. 19, 2008","Nov. 30, 2018"
"84032","NATIONAL OILWELL VARCO INC","NOV","March 14, 2005","Sept. 17, 2021"
"84129","ZIONS BANCORPORATION","ZION","June 25, 2001","March 15, 2024"
"84373","QUEST DIAGNOSTICS INC","DGX","Dec. 12, 2002","Dec. 31, 2024"
"84381","ROCKWELL AUTOMATION INC","ROK","Dec. 9, 1996","Dec. 31, 2024"
"84769","AMPHENOL CORP NEW","APH","Sept. 30, 2008","Dec. 31, 2024"
"84788","AMAZON COM INC","AMZN","Nov. 21, 2005","Dec. 31, 2024"
"85058","BOSTON PROPERTIES INC","BXP","April 3, 2006","Dec. 31, 2024"
"85072","RALPH LAUREN CORP","RL","Feb. 2, 2007","Dec. 31, 2024"
"85257","AMETEK INC NEW","AME","Sept. 23, 2013","Dec. 31, 2024"
"85269","VALERO ENERGY CORP NEW","VLO","April 29, 2004","Dec. 31, 2024"
"85348","YUM BRANDS INC","YUM","Oct. 7, 1997","Dec. 31, 2024"
"85459","CH ROBINSON WORLDWIDE INC","CHRW","March 2, 2007","Dec. 31, 2024"
"85592","PROLOGIS INC","PLD","June 3, 2011","Dec. 31, 2024"
"85593","AFFILIATED MANAGERS GROUP INC","AMG","July 1, 2014","Dec. 20, 2019"
"85631","AUTODESK INC","ADSK","Dec. 21, 1989","Dec. 31, 2024"
"85663","UNITED RENTALS INC","URI","Sept. 22, 2014","Dec. 31, 2024"
"85753","VERISIGN INC","VRSN","Feb. 1, 2006","Dec. 31, 2024"
"85792","QUANTA SERVICES INC","PWR","July 1, 2009","Dec. 31, 2024"
"85913","MARRIOTT INTERNATIONAL INC NEW","MAR","May 21, 1998","Dec. 31, 2024"
"85914","BEST BUY COMPANY INC","BBY","June 30, 1999","Dec. 31, 2024"
"85926","SEALED AIR CORP NEW","SEE","April 1, 1998","Dec. 15, 2023"
"85963","BROADCOM CORP","BRCM","July 3, 2000","Jan. 29, 2016"
"85991","LEVEL 3 COMMUNICATIONS INC","LVLT","Nov. 5, 2014","Oct. 12, 2017"
"86021","L 3 COMMUNICATIONS HLDGS INC","LLL","Dec. 1, 2004","June 28, 2019"
"86111","AMERICAN TOWER CORP NEW","AMT","Nov. 19, 2007","Dec. 31, 2024"
"86136","SEMPRA ENERGY","SRE","June 30, 1998","Dec. 31, 2024"
"86158","COGNIZANT TECHNOLOGY SOLS CORP","CTSH","Nov. 17, 2006","Dec. 31, 2024"
"86228","REPUBLIC SERVICES INC","RSG","Dec. 5, 2008","Dec. 31, 2024"
"86314","X L GROUP PLC","XL","Sept. 4, 2001","Sept. 14, 2018"
"86339","CROWN CASTLE INTL CORP NEW","CCI","March 14, 2012","Dec. 31, 2024"
"86356","EBAY INC","EBAY","July 22, 2002","Dec. 31, 2024"
"86580","NVIDIA CORP","NVDA","Nov. 30, 2001","Dec. 31, 2024"
"86783","PRICELINE GROUP INC","PCLN","Nov. 6, 2009","Dec. 31, 2024"
"86799","CONSOL ENERGY INC","CNX","June 28, 2006","March 3, 2016"
"86868","GOLDMAN SACHS GROUP INC","GS","July 22, 2002","Dec. 31, 2024"
"86946","REYNOLDS AMERICAN INC","RAI","Sept. 4, 2002","July 25, 2017"
"86964","F 5 NETWORKS INC","FFIV","Dec. 20, 2010","Dec. 31, 2024"
"86979","JUNIPER NETWORKS INC","JNPR","June 2, 2006","Dec. 31, 2024"
"87055","COSTCO WHOLESALE CORP NEW","COST","Oct. 22, 1993","Dec. 31, 2024"
"87070","HUDSON CITY BANCORP INC","HCBK","Feb. 15, 2007","Nov. 2, 2015"
"87137","DEVON ENERGY CORP NEW","DVN","Aug. 30, 2000","Dec. 31, 2024"
"87184","RED HAT INC","RHT","July 27, 2009","July 12, 2019"
"87267","BLACKROCK INC","BLK","April 4, 2011","Dec. 31, 2024"
"87299","AKAMAI TECHNOLOGIES INC","AKAM","July 12, 2007","Dec. 31, 2024"
"87432","AGILENT TECHNOLOGIES INC","A","June 5, 2000","Dec. 31, 2024"
"87447","UNITED PARCEL SERVICE INC","UPS","July 22, 2002","Dec. 31, 2024"
"87657","EDWARDS LIFESCIENCES CORP","EW","April 1, 2011","Dec. 31, 2024"
"87717","EXPEDITORS INTERNATIONAL WA INC","EXPD","Oct. 10, 2007","Dec. 31, 2024"
"87842","METLIFE INC","MET","Dec. 11, 2000","Dec. 31, 2024"
"88031","MONSTER BEVERAGE CORP","MNST","June 29, 2012","Dec. 31, 2024"
"88352","INTUITIVE SURGICAL INC","ISRG","June 2, 2008","Dec. 31, 2024"
"88590","DUN & BRADSTREET CORP DEL NEW","DNB","Dec. 2, 2008","April 4, 2017"
"88661","COACH INC","COH","Sept. 1, 2004","Dec. 31, 2024"
"88668","MONSANTO CO NEW","MON","Aug. 14, 2002","June 6, 2018"
"88837","GARMIN LTD","GRMN","Dec. 12, 2012","Dec. 31, 2024"
"88845","AETNA INC NEW","AET","Dec. 14, 2000","Nov. 30, 2018"
"88853","FLUOR CORP NEW","FLR","Dec. 22, 2000","June 3, 2019"
"89002","ALLIANCE DATA SYSTEMS CORP","ADS","Dec. 23, 2013","June 19, 2020"
"89003","FIDELITY NATIONAL INFO SVCS INC","FIS","Nov. 10, 2006","Dec. 31, 2024"
"89004","F M C TECHNOLOGIES INC","FTI","June 5, 2009","Jan. 13, 2017"
"89006","MONDELEZ INTERNATIONAL INC","MDLZ","April 2, 2007","Dec. 31, 2024"
"89014","ROCKWELL COLLINS INC","COL","July 2, 2001","Nov. 30, 2018"
"89070","ZIMMER HOLDINGS INC","ZMH","Aug. 7, 2001","Dec. 31, 2024"
"89071","ACCENTURE PLC IRELAND","ACN","July 6, 2011","Dec. 31, 2024"
"89105","JOY GLOBAL INC","JOY","Feb. 28, 2011","Oct. 7, 2015"
"89179","ANTHEM INC","ANTM","July 25, 2002","Dec. 31, 2024"
"89195","PRINCIPAL FINANCIAL GROUP INC","PFG","July 22, 2002","Dec. 31, 2024"
"89258","PRUDENTIAL FINANCIAL INC","PRU","July 22, 2002","Dec. 31, 2024"
"89301","GAMESTOP CORP NEW","GME","Dec. 14, 2007","April 22, 2016"
"89393","NETFLIX INC","NFLX","Dec. 20, 2010","Dec. 31, 2024"
"89508","CARMAX INC","KMX","June 28, 2010","Dec. 31, 2024"
"89509","CIMAREX ENERGY CO","XEC","June 23, 2014","March 2, 2020"
"89525","COMCAST CORP NEW","CMCSA","Nov. 19, 2002","Dec. 31, 2024"
"89533","WYNN RESORTS LTD","WYNN","Nov. 14, 2008","Dec. 31, 2024"
"89626","C M E GROUP INC","CME","Aug. 11, 2006","Dec. 31, 2024"
"89641","SEAGATE TECHNOLOGY PLC","STX","July 2, 2012","Dec. 31, 2024"
"89954","DIRECTV","DTV","Dec. 4, 2006","July 28, 2015"
"90038","ASSURANT INC","AIZ","April 10, 2007","Dec. 31, 2024"
"90071","N R G ENERGY INC","NRG","Jan. 29, 2010","Dec. 31, 2024"
"90110","HOSPIRA INC","HSP","May 3, 2004","Sept. 2, 2015"
"90162","GENWORTH FINANCIAL INC","GNW","Dec. 2, 2005","Nov. 17, 2015"
"90199","C B R E GROUP INC","CBG","Nov. 10, 2006","Dec. 31, 2024"
"90215","SALESFORCE COM INC","CRM","Sept. 15, 2008","Dec. 31, 2024"
"90319","GOOGLE INC","GOOGL","April 3, 2006","Dec. 31, 2024"
"90386","MOSAIC CO NEW","MOS","Sept. 26, 2011","Dec. 31, 2024"
"90441","TWENTY FIRST CENTURY FOX INC","FOXA","Dec. 20, 2004","March 19, 2019"
"90537","NOBLE CORP PLC","NE","Jan. 18, 2011","July 17, 2015"
"90601","NASDAQ O M X GROUP INC","NDAQ","Oct. 22, 2008","Dec. 31, 2024"
"90805","DISCOVERY COMMUNICATIONS INC","DISCA","March 1, 2010","April 8, 2022"
"90808","EXPEDIA INC DE","EXPE","Oct. 2, 2007","Dec. 31, 2024"
"90829","C F INDUSTRIES HOLDINGS INC","CF","Aug. 27, 2008","Dec. 31, 2024"
"90880","AMERIPRISE FINANCIAL INC","AMP","Oct. 3, 2005","Dec. 31, 2024"
"90979","UNDER ARMOUR INC","UA","May 1, 2014","June 17, 2022"
"90993","INTERCONTINENTALEXCHANGE GRP INC","ICE","Sept. 26, 2007","Dec. 31, 2024"
"91063","VIACOM INC NEW","VIAB","Jan. 3, 2006","Dec. 4, 2019"
"91068","CHIPOTLE MEXICAN GRILL INC","CMG","April 28, 2011","Dec. 31, 2024"
"91207","STARWOOD HOTELS & REST WLDWD INC","HOT","April 10, 2006","Sept. 22, 2016"
"91233","MASTERCARD INC","MA","July 18, 2008","Dec. 31, 2024"
"91391","WINDSTREAM HOLDINGS INC","WIN","July 18, 2006","April 6, 2015"
"91392","WYNDHAM WORLDWIDE CORP","WYN","Aug. 1, 2006","May 30, 2018"
"91461","WESTERN UNION CO","WU","Oct. 2, 2006","Dec. 17, 2021"
"91556","ROSS STORES INC","ROST","Dec. 21, 2009","Dec. 31, 2024"
"91611","FIRST SOLAR INC","FSLR","Oct. 16, 2009","March 17, 2017"
"91650","SPECTRA ENERGY CORP","SE","Jan. 3, 2007","Feb. 27, 2017"
"91883","TIME WARNER CABLE INC","TWC","March 30, 2009","May 17, 2016"
"91926","DELTA AIR LINES INC","DAL","Sept. 11, 2013","Dec. 31, 2024"
"92121","DISCOVER FINANCIAL SERVICES","DFS","July 2, 2007","Dec. 31, 2024"
"92156","COVIDIEN PLC","COV","March 1, 2011","Jan. 26, 2015"
"92157","T E CONNECTIVITY LTD","TEL","Oct. 17, 2011","Dec. 31, 2024"
"92293","TERADATA CORP DE","TDC","Oct. 1, 2007","June 16, 2017"
"92602","PHILIP MORRIS INTERNATIONAL INC","PM","March 31, 2008","Dec. 31, 2024"
"92611","VISA INC","V","Dec. 21, 2009","Dec. 31, 2024"
"92618","DR PEPPER SNAPPLE GROUP INC","DPS","Oct. 7, 2008","June 29, 2018"
"92655","UNITEDHEALTH GROUP INC","UNH","July 1, 1994","Dec. 31, 2024"
"92709","SCRIPPS NETWORKS INTERACTIVE INC","SNI","July 1, 2008","March 6, 2018"
"92778","DISCOVERY COMMUNICATIONS INC","DISCK","Aug. 7, 2014","April 8, 2022"
"92890","MEAD JOHNSON NUTRITION CO","MJN","Dec. 21, 2009","June 16, 2017"
"92988","CAREFUSION CORP","CFN","Sept. 1, 2009","March 17, 2015"
"93002","AVAGO TECHNOLOGIES LTD","AVGO","May 8, 2014","Dec. 31, 2024"
"93096","DOLLAR GENERAL CORP NEW","DG","Dec. 3, 2012","Dec. 31, 2024"
"93159","E N S C O PLC NEW","ESV","July 31, 2012","March 29, 2016"
"93422","Q E P RESOURCES INC","QEP","July 1, 2010","June 30, 2015"

